Study,Plot,Exp,Block,Richness,R_study,year,CV.o,CV.e,CV.b,CVS.o,CVS.e,phi.o,phi.e,NIIE,NIDE,NBE,NIDE.SpVar,NIDE.Syn,NIIE.Syn,NIIE.SpVar,AE.SpVar,SE.SpVar,AE.Syn,SE.Syn,NBE.F,SE,CE
Biodepth,C2P053_BIODEPTH_P,BIODEPTH_P,C_BIODEPTH_P,4,4 BIODEPTH_P,3,0.838458406,0.890509304,1.036014941,1.080415974,1.010047391,0.776051472,0.881651012,-0.151343294,-0.060228576,-0.21157187,0.067348877,-0.127577452,-0.125958979,-0.025384315,0.242845414,-0.173176818,-0.269595561,0.04439203,0.785997358,0.229790841,-0.443793483
Biodepth,C2P054_BIODEPTH_P,BIODEPTH_P,C_BIODEPTH_P,8,8 BIODEPTH_P,3,0.720972671,0.766462953,1.075418794,0.912617466,1.039759198,0.790005339,0.737154289,-0.338679077,-0.061185132,-0.399864208,-0.130427618,0.069242487,-0.304958061,-0.033721015,0.020689994,-0.142969972,-0.130231073,0.278763496,2.136317887,-0.426555606,1.562873493
Biodepth,C2P055_BIODEPTH_P,BIODEPTH_P,C_BIODEPTH_P,8,8 BIODEPTH_P,3,0.757415049,0.763272988,1.118961718,1.407433414,0.957722381,0.53815338,0.796966849,-0.382540747,-0.007704366,-0.390245112,0.384965104,-0.39266947,-0.226942196,-0.155598551,0.62674541,-0.15718237,-0.860206113,0.316171244,1.47625305,0.553703651,-0.077450601
Biodepth,C2P058_BIODEPTH_P,BIODEPTH_P,C_BIODEPTH_P,2,2 BIODEPTH_P,3,1.147539633,1.314352776,1.224477,1.15138399,1.353706323,0.996661099,0.970929037,0.070830545,-0.135724158,-0.064893613,-0.161881566,0.026157408,-0.029501896,0.100332441,-0.214845685,0.065387616,0.033406664,0.020300751,1.452290458,0.223964235,0.228326223
Biodepth,C2P064_BIODEPTH_P,BIODEPTH_P,C_BIODEPTH_P,14,14 BIODEPTH_P,3,0.823145884,0.768213626,1.081411198,1.381940548,0.991495206,0.595644932,0.774803167,-0.341954279,0.069065591,-0.272888688,0.332029872,-0.262964281,-0.25514626,-0.08680802,0.54169868,-0.147904197,-0.671824548,0.262830872,3.631574588,-0.727201832,3.35877642
Biodepth,C2P065_BIODEPTH_P,BIODEPTH_P,C_BIODEPTH_P,14,14 BIODEPTH_P,3,0.709380635,0.768213626,1.081411198,1.139345418,0.991495206,0.622621221,0.774803167,-0.341954279,-0.079675608,-0.421629888,0.138995069,-0.218670677,-0.25514626,-0.08680802,0.323813751,-0.174695318,-0.384502266,0.030253231,4.129213948,0.63306348,2.496150469
Biodepth,C2P067_BIODEPTH_P,BIODEPTH_P,C_BIODEPTH_P,8,8 BIODEPTH_P,3,0.786839586,0.766462953,1.075418794,1.287701086,1.039759198,0.611042109,0.737154289,-0.338679077,0.026238035,-0.312441042,0.213869378,-0.187631343,-0.304958061,-0.033721015,0.418894146,-0.180433272,-0.278598332,-0.034292907,2.367245058,-0.663123446,2.030368505
Biodepth,R6P009_BIODEPTH_SW,BIODEPTH_SW,J_BIODEPTH_SW,12,12 BIODEPTH_SW,3,1.061274149,0.747209158,0.911088553,1.220220606,0.838013935,0.869739574,0.891642879,-0.198294954,0.35088035,0.152585396,0.375752216,-0.024871866,-0.114689587,-0.083605367,0.607751359,-0.151665065,-0.038872017,-0.009654757,3.163936353,1.416560392,0.74737596
Biodepth,R6P010_BIODEPTH_SW,BIODEPTH_SW,J_BIODEPTH_SW,12,12 BIODEPTH_SW,3,0.830948249,0.747209158,0.911088553,1.029865954,0.838013935,0.806850878,0.891642879,-0.198294954,0.106222375,-0.092072579,0.206149201,-0.099926827,-0.114689587,-0.083605367,0.441698467,-0.212761918,-0.148237518,-0.032911902,4.284767434,2.010839862,1.273927572
Biodepth,R6P012_BIODEPTH_SW,BIODEPTH_SW,J_BIODEPTH_SW,2,2 BIODEPTH_SW,3,0.900683399,0.762066257,0.762902026,1.146644122,0.897701401,0.785495152,0.848908396,-0.001096113,0.167120304,0.166024191,0.244757303,-0.077636998,-0.163803994,0.162707881,0.252709088,0.024602187,-0.221886759,0.078067314,1.357205594,0.048536566,0.308669028
Biodepth,R6P013_BIODEPTH_SW,BIODEPTH_SW,J_BIODEPTH_SW,4,4 BIODEPTH_SW,3,0.486303193,0.741866505,0.928560809,0.975638499,0.925039814,0.498446088,0.801983324,-0.224466556,-0.422337032,-0.646803587,0.053255349,-0.47559238,-0.220667464,-0.003799092,0.227253844,-0.172554917,-0.206356621,-0.40736028,1.077658166,-0.260790308,0.338448474
Biodepth,R6P015_BIODEPTH_SW,BIODEPTH_SW,J_BIODEPTH_SW,2,2 BIODEPTH_SW,3,0.994524922,0.869789812,0.875000102,1.48723965,0.875315285,0.668705223,0.993687447,-0.005972417,0.134013572,0.128041155,0.530092949,-0.396079378,-0.006332561,0.000360144,0.704880043,-0.005789812,-0.549220135,0.002086247,3.332205302,-0.033773342,2.365978643
Biodepth,R6P017_BIODEPTH_SW,BIODEPTH_SW,J_BIODEPTH_SW,8,8 BIODEPTH_SW,3,1.3590066,0.948293769,1.011664339,1.593175773,1.009993184,0.853017365,0.938911057,-0.064687777,0.359844934,0.295157157,0.455785783,-0.095940849,-0.063034525,-0.001653252,0.557865507,0.019546892,-0.244262639,0.069667149,1.518668995,0.545462841,-0.026793845
Biodepth,R6P018_BIODEPTH_SW,BIODEPTH_SW,J_BIODEPTH_SW,8,8 BIODEPTH_SW,3,1.13128486,0.696976942,0.860324247,1.287650679,0.781555233,0.878565031,0.891782068,-0.210557022,0.484356982,0.27379996,0.499288836,-0.014931854,-0.114533495,-0.096023527,0.648977479,-0.001428303,-0.012157664,-0.01726453,1.620001634,0.605192366,0.014809268
Biodepth,R6P031_BIODEPTH_SW,BIODEPTH_SW,J_BIODEPTH_SW,4,4 BIODEPTH_SW,3,0.913610972,0.583252345,0.747042992,0.958441414,0.595847222,0.953225684,0.978862237,-0.247502805,0.448784917,0.201282112,0.475324142,-0.026539225,-0.021364364,-0.22613844,0.664193105,-0.055657598,-0.071383146,0.019688762,1.089140169,0.222672959,-0.133532789
Biodepth,R6P032_BIODEPTH_SW,BIODEPTH_SW,J_BIODEPTH_SW,2,2 BIODEPTH_SW,3,0.64041539,1.003723075,1.005467757,0.640697611,1.004372764,0.99955951,0.99935314,-0.001736701,-0.449354427,-0.451091129,-0.44956091,0.000206482,-0.000647069,-0.001089632,-0.344899335,-0.017192475,-7.96E-05,0.000492665,1.421774931,0.041915096,0.379859835
Biodepth,R6P034_BIODEPTH_SW,BIODEPTH_SW,J_BIODEPTH_SW,2,2 BIODEPTH_SW,3,1.483214516,1.102605874,1.200188478,1.501982624,1.108063236,0.987504444,0.995074864,-0.084802255,0.296535348,0.211733093,0.304172326,-0.007636978,-0.004937304,-0.079864951,0.308821957,0.046680667,-0.013066648,-0.002091252,0.404828227,-0.184596977,-0.410574796
Biodepth,R6P037_BIODEPTH_SW,BIODEPTH_SW,J_BIODEPTH_SW,4,4 BIODEPTH_SW,3,0.869710595,0.591268264,0.864470921,0.9292337,0.609302665,0.93594388,0.970401571,-0.379847837,0.385890676,0.006042839,0.422045136,-0.036154459,-0.030045302,-0.349802535,-0.130421124,0.655498482,-0.120943721,0.051187202,1.224231525,-1.18720434,1.411435865
Biodepth,R6P038_BIODEPTH_SW,BIODEPTH_SW,J_BIODEPTH_SW,4,4 BIODEPTH_SW,3,0.705080474,0.602848783,0.933093662,0.743053681,0.810472398,0.948895742,0.743823953,-0.436839194,0.156645553,-0.280193641,-0.086848995,0.243494547,-0.295950895,-0.140888299,0.288544988,-0.371729458,0.915795019,-0.288386157,1.649660142,0.411586259,0.238073883
Biodepth,R6P056_BIODEPTH_SW,BIODEPTH_SW,J_BIODEPTH_SW,4,4 BIODEPTH_SW,3,0.757584458,0.928148261,0.94023393,0.822539915,0.980092319,0.921030632,0.947000852,-0.012937221,-0.203056457,-0.215993679,-0.17524976,-0.027806698,-0.054455286,0.041518065,-0.201173775,0.040421159,-0.149291466,0.095196222,3.466256367,1.155298384,1.310957982
Biodepth,R6P058_BIODEPTH_SW,BIODEPTH_SW,J_BIODEPTH_SW,2,2 BIODEPTH_SW,3,1.050809116,0.520516575,0.528753363,1.302549954,0.525758961,0.806732297,0.990028918,-0.015700358,0.702494001,0.686793643,0.907236267,-0.204742266,-0.010021127,-0.005679232,1.491000647,-0.01353464,-0.344501474,0.008493903,0.730666045,0.086320794,-0.355654749
Biodepth,R6P062_BIODEPTH_SW,BIODEPTH_SW,J_BIODEPTH_SW,4,4 BIODEPTH_SW,3,0.710459266,0.990246,1.053129005,1.145729751,1.025705887,0.620093233,0.965428796,-0.06156762,-0.332041783,-0.393609402,0.110660725,-0.442702508,-0.035182928,-0.026384692,0.139998926,-0.022983059,-0.6222613,0.034808352,2.35418957,0.499309294,0.854880276
Biodepth,R6P066_BIODEPTH_SW,BIODEPTH_SW,J_BIODEPTH_SW,8,8 BIODEPTH_SW,3,0.684610564,0.610474499,0.861277074,0.805079866,0.729954649,0.850363539,0.836318394,-0.344179735,0.114613635,-0.2295661,0.097959078,0.016654557,-0.178745884,-0.16543385,0.285241104,-0.182323454,0.345011922,-0.311141848,2.104399429,0.176436447,0.927962981
Biodepth,R6P001_BIODEPTH_SW,BIODEPTH_SW,K_BIODEPTH_SW,4,4 BIODEPTH_SW,3,0.938750663,0.741866505,0.928560809,1.155214521,0.925039814,0.812620206,0.801983324,-0.224466556,0.235380594,0.010914038,0.22220456,0.013176034,-0.220667464,-0.003799092,0.130240169,0.118586642,-0.134719274,0.161421628,1.552011974,0.699499272,-0.147487298
Biodepth,R6P019_BIODEPTH_SW,BIODEPTH_SW,K_BIODEPTH_SW,2,2 BIODEPTH_SW,3,0.880488541,0.520516575,0.528753363,0.936785453,0.525758961,0.939904156,0.990028918,-0.015700358,0.525655181,0.509954823,0.577611425,-0.051956244,-0.010021127,-0.005679232,0.778362788,0.003414646,-0.097922075,-0.000773756,0.496131265,-0.01478741,-0.489081325
Biodepth,R6P020_BIODEPTH_SW,BIODEPTH_SW,K_BIODEPTH_SW,4,4 BIODEPTH_SW,3,0.084663897,0.602848783,0.933093662,0.562937508,0.810472398,0.150396618,0.743823953,-0.436839194,-1.962977124,-2.399816317,-0.364448661,-1.598528462,-0.295950895,-0.140888299,0.01554403,-0.320964536,-0.556313529,-0.402804124,1.219228564,0.282848377,-0.063619813
Biodepth,R6P023_BIODEPTH_SW,BIODEPTH_SW,K_BIODEPTH_SW,12,12 BIODEPTH_SW,3,0.790674142,0.747209158,0.911088553,1.479059869,0.838013935,0.534578862,0.891642879,-0.198294954,0.056540783,-0.141754171,0.568127212,-0.511586429,-0.114689587,-0.083605367,0.558622281,0.20633628,-0.608960769,-0.031586594,0.793381437,0.037910008,-0.244528571
Biodepth,R6P024_BIODEPTH_SW,BIODEPTH_SW,K_BIODEPTH_SW,8,8 BIODEPTH_SW,3,1.366204902,0.948293769,1.011664339,1.682102341,1.009993184,0.812200821,0.938911057,-0.064687777,0.365127693,0.300439917,0.510100822,-0.144973128,-0.063034525,-0.001653252,0.600058271,0.06540083,-0.215188914,-0.036507303,1.018328891,-0.071313197,0.089642087
Biodepth,R6P025_BIODEPTH_SW,BIODEPTH_SW,K_BIODEPTH_SW,8,8 BIODEPTH_SW,3,1.43694257,0.696976942,0.860324247,1.658225451,0.781555233,0.866554405,0.891782068,-0.210557022,0.723520592,0.51296357,0.752217482,-0.02869689,-0.114533495,-0.096023527,0.820599093,0.301100542,-0.079897885,0.024120065,0.674564915,0.143105442,-0.468540526
Biodepth,R6P026_BIODEPTH_SW,BIODEPTH_SW,K_BIODEPTH_SW,4,4 BIODEPTH_SW,3,1.11012737,0.591268264,0.864470921,1.375190692,0.609302665,0.807253405,0.970401571,-0.379847837,0.629960205,0.250112368,0.814032554,-0.184072349,-0.030045302,-0.349802535,0.900487175,0.356503924,-0.32749492,0.019511961,1.902287941,-0.957994403,1.860282344
Biodepth,R6P027_BIODEPTH_SW,BIODEPTH_SW,K_BIODEPTH_SW,4,4 BIODEPTH_SW,3,0.870580935,0.583252345,0.747042992,0.955285379,0.595847222,0.911330743,0.978862237,-0.247502805,0.400540799,0.153037994,0.472025827,-0.071485028,-0.021364364,-0.22613844,-0.008338958,0.611577747,-0.136000119,0.002780142,0.256435038,-0.630448102,-0.113116861
Biodepth,R6P028_BIODEPTH_SW,BIODEPTH_SW,K_BIODEPTH_SW,2,2 BIODEPTH_SW,3,0.636806308,0.634213554,1.094219593,1.393442914,1.08248567,0.457002079,0.585886327,-0.545410955,0.004079807,-0.541331148,0.252517658,-0.248437851,-0.534629489,-0.010781466,0.279807202,0.007455025,-0.363459366,-0.028112029,1.159533074,-0.20403242,0.363565494
Biodepth,R6P029_BIODEPTH_SW,BIODEPTH_SW,K_BIODEPTH_SW,2,2 BIODEPTH_SW,3,0.841541167,1.003723075,1.005467757,1.2678374,1.004372764,0.663761115,0.99935314,-0.001736701,-0.176236507,-0.177973209,0.232949384,-0.409185891,-0.000647069,-0.001089632,0.244142945,0.018174638,-0.559308762,0.00045812,1.045353549,-0.032578432,0.077931981
Biodepth,R6P043_BIODEPTH_SW,BIODEPTH_SW,K_BIODEPTH_SW,4,4 BIODEPTH_SW,3,0.727973466,0.928148261,0.94023393,0.871090831,0.980092319,0.835703282,0.947000852,-0.012937221,-0.242926884,-0.255864105,-0.117900515,-0.125026369,-0.054455286,0.041518065,-0.157615287,0.046399756,-0.314598867,0.093358579,1.509762309,0.455337723,0.054424586
Biodepth,R6P044_BIODEPTH_SW,BIODEPTH_SW,K_BIODEPTH_SW,2,2 BIODEPTH_SW,3,0.74323123,0.869789812,0.875000102,1.029156976,0.875315285,0.722174797,0.993687447,-0.005972417,-0.157244379,-0.163216796,0.161911128,-0.319155508,-0.006332561,0.000360144,0.164925109,0.010830636,-0.478285507,0.006469272,0.389734913,0.007389262,-0.61765435
Biodepth,R6P045_BIODEPTH_SW,BIODEPTH_SW,K_BIODEPTH_SW,8,8 BIODEPTH_SW,3,0.855296976,0.610474499,0.861277074,1.184744351,0.729954649,0.721925347,0.836318394,-0.344179735,0.337212227,-0.006967508,0.484299886,-0.147087659,-0.178745884,-0.16543385,0.583154029,0.03988427,0.048970919,-0.303825077,1.061137771,-0.613114635,0.674252406
Biodepth,R6P047_BIODEPTH_SW,BIODEPTH_SW,K_BIODEPTH_SW,2,2 BIODEPTH_SW,3,1.094443975,1.102605874,1.200188478,1.130595897,1.108063236,0.968024011,0.995074864,-0.084802255,-0.007429906,-0.092232161,0.020131177,-0.027561083,-0.004937304,-0.079864951,0.005856582,0.014478594,-0.049844603,-0.00378587,0.922005571,-0.130399723,0.052405294
Biodepth,R6P051_BIODEPTH_SW,BIODEPTH_SW,K_BIODEPTH_SW,2,2 BIODEPTH_SW,3,0.780710587,0.762066257,0.762902026,0.823407375,0.897701401,0.948146216,0.848908396,-0.001096113,0.024171011,0.023074898,-0.086386431,0.110557442,-0.163803994,0.162707881,-0.24208527,0.159324983,0.010026873,0.237439865,0.804810486,0.186391968,-0.381581482
Biodepth,R6P052_BIODEPTH_SW,BIODEPTH_SW,K_BIODEPTH_SW,2,2 BIODEPTH_SW,3,1.220437795,0.634213554,1.094219593,1.589639805,1.08248567,0.767744864,0.585886327,-0.545410955,0.654579189,0.109168234,0.38424751,0.270331679,-0.534629489,-0.010781466,0.441237241,0.027271627,0.002847384,0.714298182,1.005447471,-0.647198319,0.652645789
Biodepth,R6P054_BIODEPTH_SW,BIODEPTH_SW,K_BIODEPTH_SW,12,12 BIODEPTH_SW,3,0.229158249,0.747209158,0.911088553,1.462621985,0.838013935,0.156676333,0.891642879,-0.198294954,-1.181932334,-1.380227288,0.556951255,-1.738883589,-0.114689587,-0.083605367,0.623583192,0.121760082,-0.714467755,-0.254655969,0.60920864,-0.335344745,-0.055446615
Biodepth,R6P072_BIODEPTH_SW,BIODEPTH_SW,K_BIODEPTH_SW,4,4 BIODEPTH_SW,3,0.809802533,0.990246,1.053129005,0.908128787,1.025705887,0.891726531,0.965428796,-0.06156762,-0.201162966,-0.262730586,-0.12175012,-0.079412845,-0.035182928,-0.026384692,-0.094756092,-0.019874331,-0.180422299,0.033567356,0.63782802,0.136773089,-0.49894507
Biodepth,L3P010_BIODEPTH_SZ,BIODEPTH_SZ,D_BIODEPTH_SZ,2,2 BIODEPTH_SZ,3,0.43766647,0.593878288,0.714591476,0.441416641,0.813427639,0.991504238,0.730093569,-0.185036621,-0.30521726,-0.490253881,-0.61126778,0.30605052,-0.314582576,0.129545956,-0.288861124,-0.16847642,1.446563531,-0.602261248,1.816268362,-0.187224531,1.003492894
Biodepth,L3P012_BIODEPTH_SZ,BIODEPTH_SZ,D_BIODEPTH_SZ,2,2 BIODEPTH_SZ,3,0.621713724,0.331971613,0.39924874,0.724048906,0.405054247,0.858662611,0.819573219,-0.184535169,0.627430273,0.442895104,0.580837938,0.046592335,-0.198971539,0.01443637,0.776487394,0.011048252,-0.246039519,0.343703942,1.355024036,0.071406551,0.283617484
Biodepth,L3P014_BIODEPTH_SZ,BIODEPTH_SZ,D_BIODEPTH_SZ,2,2 BIODEPTH_SZ,3,0.217912238,0.148447859,0.37109929,0.681141273,0.362900528,0.319922234,0.409059365,-0.916235873,0.383858622,-0.532377251,0.629640966,-0.245782344,-0.893894986,-0.022340887,0.937200179,-0.060263604,-0.082839985,-0.305491441,1.559662691,0.011603031,0.54805966
Biodepth,L3P017_BIODEPTH_SZ,BIODEPTH_SZ,D_BIODEPTH_SZ,2,2 BIODEPTH_SZ,3,0.257743057,0.213384689,0.416856962,0.326943691,0.418881484,0.788340819,0.509415425,-0.669646557,0.188866596,-0.480779961,-0.247800068,0.436666664,-0.674491435,0.004844879,-0.225686437,0.006202415,0.424615652,0.970264835,0.53248835,0.001706887,-0.469218537
Biodepth,L3P020_BIODEPTH_SZ,BIODEPTH_SZ,D_BIODEPTH_SZ,2,2 BIODEPTH_SZ,3,0.165289263,0.277857504,0.345185976,0.352645852,0.286891795,0.468711773,0.968509762,-0.216974924,-0.519411362,-0.736386286,0.206359177,-0.725770539,-0.031996716,-0.184978208,0.349667258,-0.120472634,-0.773750225,0.007959301,1.188806811,0.081194755,0.107612056
Biodepth,L3P022_BIODEPTH_SZ,BIODEPTH_SZ,D_BIODEPTH_SZ,2,2 BIODEPTH_SZ,3,0.425887781,0.558147575,0.603201884,0.669648461,0.649707042,0.635987097,0.859075765,-0.077628542,-0.270447512,-0.348076054,0.030231333,-0.300678845,-0.151898159,0.074269617,0.11381367,-0.083120731,-0.135823651,-0.316109323,1.613369199,-0.02122499,0.634594189
Biodepth,L3P025_BIODEPTH_SZ,BIODEPTH_SZ,D_BIODEPTH_SZ,2,2 BIODEPTH_SZ,3,0.354225452,0.311796652,0.318948266,0.721532864,0.314471185,0.490934606,0.991495144,-0.022677694,0.127582361,0.104904667,0.830485478,-0.702903117,-0.008541229,-0.014136465,1.287178838,0.007253527,-0.758146933,0.003316246,0.940677184,-0.025495376,-0.03382744
Biodepth,L3P040_BIODEPTH_SZ,BIODEPTH_SZ,E_BIODEPTH_SZ,2,2 BIODEPTH_SZ,3,0.363855407,0.593878288,0.714591476,0.379068946,0.813427639,0.959866038,0.730093569,-0.185036621,-0.48991784,-0.674954461,-0.763538868,0.273621028,-0.314582576,0.129545956,-0.222175976,-0.311809682,0.77259576,-0.044116371,3.215084411,-0.613374315,2.828458726
Biodepth,L3P041_BIODEPTH_SZ,BIODEPTH_SZ,E_BIODEPTH_SZ,2,2 BIODEPTH_SZ,3,0.406888791,0.148447859,0.37109929,0.882633544,0.362900528,0.460994026,0.409059365,-0.916235873,1.008306126,0.092070253,0.888781334,0.119524792,-0.893894986,-0.022340887,1.421683559,0.01048029,0.704461908,-0.434420399,1.205400446,-0.001559518,0.206959963
Biodepth,L3P046_BIODEPTH_SZ,BIODEPTH_SZ,E_BIODEPTH_SZ,2,2 BIODEPTH_SZ,3,0.084043156,0.213384689,0.416856962,0.335586791,0.418881484,0.250436424,0.509415425,-0.669646557,-0.931766161,-1.601412718,-0.221707409,-0.710058752,-0.674491435,0.004844879,-0.133380989,-0.065469272,-0.696040008,-0.062274376,0.736477167,-0.024919002,-0.238603831
Biodepth,L3P047_BIODEPTH_SZ,BIODEPTH_SZ,E_BIODEPTH_SZ,2,2 BIODEPTH_SZ,3,0.601421041,0.331971613,0.39924874,0.60176718,0.405054247,0.999424796,0.819573219,-0.184535169,0.594245793,0.409710625,0.395849623,0.19839617,-0.198971539,0.01443637,0.467661207,0.017984688,0.1533505,0.333696597,1.162035409,0.099682685,0.062352723
Biodepth,L3P052_BIODEPTH_SZ,BIODEPTH_SZ,E_BIODEPTH_SZ,2,2 BIODEPTH_SZ,3,0.188061811,0.277857504,0.345185976,0.354067394,0.286891795,0.531146935,0.968509762,-0.216974924,-0.390337717,-0.607312642,0.210382148,-0.600719865,-0.031996716,-0.184978208,0.339822971,-0.105673373,-0.711886244,0.01264713,0.841617629,0.050420678,-0.208803049
Biodepth,L3P057_BIODEPTH_SZ,BIODEPTH_SZ,E_BIODEPTH_SZ,2,2 BIODEPTH_SZ,3,0.307352773,0.311796652,0.318948266,0.639397646,0.314471185,0.480691124,0.991495144,-0.022677694,-0.014355034,-0.037032728,0.709634106,-0.723989141,-0.008541229,-0.014136465,1.011386442,0.021860728,-0.765692929,0.000737932,0.96743242,-0.079023601,0.046456021
Biodepth,L3P064_BIODEPTH_SZ,BIODEPTH_SZ,E_BIODEPTH_SZ,2,2 BIODEPTH_SZ,3,0.016922496,0.558147575,0.603201884,0.07337756,0.649707042,0.230622216,0.859075765,-0.077628542,-3.49597956,-3.573608101,-2.180903384,-1.315076176,-0.151898159,0.074269617,-0.612835217,-0.274225326,-0.418728882,-0.509203637,1.991654841,-0.086442239,1.07809708
Biodepth,S7P002_BIODEPTH_UK1,BIODEPTH_UK1,L_BIODEPTH_UK1,2,2 BIODEPTH_UK1,3,0.609829301,0.539677054,0.541678557,0.767038238,0.546943408,0.795044199,0.986714616,-0.003701844,0.122208171,0.118506327,0.338191316,-0.215983145,-0.013374425,0.009672581,0.089554094,0.312854687,-0.35519843,0.004429692,1.354595463,0.008592249,0.346003214
Biodepth,S7P005_BIODEPTH_UK1,BIODEPTH_UK1,L_BIODEPTH_UK1,8,8 BIODEPTH_UK1,3,0.710627399,0.723333061,0.781378853,0.749286211,0.751826612,0.948405813,0.9621009,-0.077190339,-0.017721541,-0.094911879,-0.003384694,-0.014336847,-0.038635948,-0.038554391,0.10387627,-0.107255242,-0.024433678,-0.003832828,1.835850462,0.348586276,0.487264187
Biodepth,S7P007_BIODEPTH_UK1,BIODEPTH_UK1,L_BIODEPTH_UK1,2,2 BIODEPTH_UK1,3,0.735745796,0.78245925,0.80300894,0.738727061,0.803371339,0.995964321,0.973969585,-0.025924002,-0.061557171,-0.087481173,-0.08388853,0.022331359,-0.026375203,0.0004512,-0.079046874,-0.001419374,0.045870297,-0.000195185,1.009684652,-0.008773451,0.018458103
Biodepth,S7P008_BIODEPTH_UK1,BIODEPTH_UK1,L_BIODEPTH_UK1,2,2 BIODEPTH_UK1,3,0.825309428,0.873190183,0.867057199,0.825596326,0.873391908,0.999652496,0.999769033,0.007048434,-0.056395002,-0.049346567,-0.056278432,-0.00011657,-0.000230994,0.007279428,-0.048811734,-0.005912361,-0.000231141,-1.97E-06,0.994772561,-0.006515429,0.00128799
Biodepth,S7P009_BIODEPTH_UK1,BIODEPTH_UK1,L_BIODEPTH_UK1,4,4 BIODEPTH_UK1,3,0.675181595,0.717976353,0.799289595,0.691630799,0.741738852,0.976216786,0.967963794,-0.107286692,-0.06145495,-0.168741642,-0.069944944,0.008489994,-0.032560595,-0.074726097,0.06043403,-0.127988876,0.021545836,-0.004420868,1.450440137,0.195892632,0.254547505
Biodepth,S7P011_BIODEPTH_UK1,BIODEPTH_UK1,L_BIODEPTH_UK1,4,4 BIODEPTH_UK1,3,0.739963779,0.681715788,0.778193368,0.765667791,0.712240114,0.966429289,0.957143208,-0.132362201,0.081988401,-0.0503738,0.072333289,0.009655111,-0.043802256,-0.088559945,0.243353473,-0.168339898,0.011120075,0.008377796,1.698020988,0.38323762,0.314783368
Biodepth,S7P012_BIODEPTH_UK1,BIODEPTH_UK1,L_BIODEPTH_UK1,12,12 BIODEPTH_UK1,3,0.803272514,0.775620375,0.824068845,0.900445898,0.803170076,0.89208304,0.965698797,-0.060590883,0.035030833,-0.02556005,0.114323592,-0.079292759,-0.034903298,-0.025687584,0.205318953,-0.084204104,-0.124180589,-0.022469426,1.704374555,0.17980071,0.524573845
Biodepth,S7P013_BIODEPTH_UK1,BIODEPTH_UK1,L_BIODEPTH_UK1,2,2 BIODEPTH_UK1,3,0.63088574,0.655900943,0.724754955,0.637866934,0.692543411,0.989055407,0.947090004,-0.099823829,-0.038885006,-0.138708835,-0.082241229,0.043356223,-0.054361149,-0.04546268,0.118557661,-0.197507913,0.033475213,0.05710782,1.02210389,0.101334649,-0.079230759
Biodepth,S7P015_BIODEPTH_UK1,BIODEPTH_UK1,L_BIODEPTH_UK1,4,4 BIODEPTH_UK1,3,0.870148952,0.749837311,0.737935899,0.983914976,0.772776922,0.884374131,0.970315352,0.015999301,0.148808142,0.164807443,0.241549067,-0.092740925,-0.030134155,0.046133457,0.258364289,0.014855638,-0.170122958,0.00082687,1.069521653,-0.069599468,0.13912112
Biodepth,S7P019_BIODEPTH_UK1,BIODEPTH_UK1,L_BIODEPTH_UK1,8,8 BIODEPTH_UK1,3,0.700551738,0.742016369,0.793692536,0.74778378,0.774316923,0.936837301,0.958285099,-0.067324848,-0.057503082,-0.124827929,-0.034867379,-0.022635703,-0.042609947,-0.0247149,0.131853447,-0.166119963,-0.042442566,-0.00181938,1.886588908,0.287823707,0.598765201
Biodepth,S7P022_BIODEPTH_UK1,BIODEPTH_UK1,L_BIODEPTH_UK1,8,8 BIODEPTH_UK1,3,0.715678577,0.724344118,0.767333895,0.789387306,0.757368371,0.906625394,0.95639605,-0.057655452,-0.01203543,-0.069690882,0.041407328,-0.053442758,-0.044583173,-0.013072279,0.198415829,-0.156139261,-0.081493219,-0.019878236,1.923288279,0.309568645,0.613719634
Biodepth,S7P023_BIODEPTH_UK1,BIODEPTH_UK1,L_BIODEPTH_UK1,12,12 BIODEPTH_UK1,3,0.772304765,0.775620375,0.824068845,0.842589012,0.803170076,0.916585374,0.965698797,-0.060590883,-0.004283949,-0.064874831,0.047912817,-0.052196765,-0.034903298,-0.025687584,0.158925026,-0.109845837,-0.081165288,-0.017964005,1.706112629,0.236643616,0.469469013
Biodepth,S7P025_BIODEPTH_UK1,BIODEPTH_UK1,L_BIODEPTH_UK1,4,4 BIODEPTH_UK1,3,0.734359977,0.741038583,0.762768431,0.783807715,0.760730182,0.936913433,0.97411487,-0.028901794,-0.009053352,-0.037955146,0.029884991,-0.038938343,-0.026226046,-0.002675749,0.034604686,-0.004268657,-0.085985731,0.011064226,1.466890947,0.20927987,0.257611078
Biodepth,S7P026_BIODEPTH_UK1,BIODEPTH_UK1,L_BIODEPTH_UK1,8,8 BIODEPTH_UK1,3,0.697676711,0.711935628,0.750962036,0.746972122,0.738080492,0.934006357,0.964577218,-0.053367603,-0.020231666,-0.073599269,0.011974978,-0.032206644,-0.03606539,-0.017302213,0.100438923,-0.088391958,-0.06997939,0.007596804,1.794281369,0.2704583,0.52382307
