Study,Plot,Exp,Block,Richness,R_study,year,CV.o,CV.e,CV.b,CVS.o,CVS.e,phi.o,phi.e,NIIE,NIDE,NBE,NIDE.SpVar,NIDE.Syn,NIIE.Syn,NIIE.SpVar,AE.SpVar,SE.SpVar,AE.Syn,SE.Syn,NBE.F,SE,CE
Biodepth,S7P027_BIODEPTH_UK1,BIODEPTH_UK1,L_BIODEPTH_UK1,2,2 BIODEPTH_UK1,3,0.719475116,0.792069924,0.913561931,0.721669091,0.811375193,0.996959859,0.97620673,-0.142701493,-0.096127736,-0.238829229,-0.117163865,0.02103613,-0.024080901,-0.118620592,-0.083967682,-0.026592885,0.02500525,0.01796459,1.274273661,0.18087085,0.093402812
Biodepth,S7P028_BIODEPTH_UK1,BIODEPTH_UK1,M_BIODEPTH_UK1,8,8 BIODEPTH_UK1,3,0.715062616,0.711935628,0.750962036,0.769098668,0.738080492,0.929741067,0.964577218,-0.053367603,0.004382617,-0.048984986,0.041166381,-0.036783764,-0.03606539,-0.017302213,0.129418181,-0.087392716,-0.074668868,0.003742272,1.706578298,0.22589134,0.480686958
Biodepth,S7P030_BIODEPTH_UK1,BIODEPTH_UK1,M_BIODEPTH_UK1,2,2 BIODEPTH_UK1,3,0.631339428,0.655900943,0.724754955,0.815663483,0.692543411,0.774019484,0.947090004,-0.099823829,-0.038166136,-0.137989965,0.163630947,-0.201797084,-0.054361149,-0.04546268,0.253332223,-0.07555265,-0.33276703,0.000682158,1.048692886,0.03977191,0.008920976
Biodepth,S7P031_BIODEPTH_UK1,BIODEPTH_UK1,M_BIODEPTH_UK1,4,4 BIODEPTH_UK1,3,0.909726868,0.749837311,0.737935899,1.017545377,0.772776922,0.894040589,0.970315352,0.015999301,0.193288145,0.209287446,0.275158093,-0.081869948,-0.030134155,0.046133457,0.272375286,0.04436354,-0.152882256,0.001845067,1.102573605,-0.09163556,0.194209165
Biodepth,S7P032_BIODEPTH_UK1,BIODEPTH_UK1,M_BIODEPTH_UK1,2,2 BIODEPTH_UK1,3,0.750052526,0.792069924,0.913561931,0.750467544,0.811375193,0.999446988,0.97620673,-0.142701493,-0.054506437,-0.19720793,-0.078034173,0.023527736,-0.024080901,-0.118620592,-0.047572579,-0.027494602,0.026285766,0.021894386,1.28534168,0.188628129,0.096713551
Biodepth,S7P034_BIODEPTH_UK1,BIODEPTH_UK1,M_BIODEPTH_UK1,12,12 BIODEPTH_UK1,3,0.803137988,0.775620375,0.824068845,0.856731646,0.803170076,0.937444054,0.965698797,-0.060590883,0.034863346,-0.025727537,0.064558247,-0.029694901,-0.034903298,-0.025687584,0.166681064,-0.099993356,-0.039676825,-0.017983802,1.981500779,0.211019826,0.770480952
Biodepth,S7P036_BIODEPTH_UK1,BIODEPTH_UK1,M_BIODEPTH_UK1,4,4 BIODEPTH_UK1,3,0.718672236,0.681715788,0.778193368,0.799202691,0.712240114,0.899236506,0.957143208,-0.132362201,0.052792555,-0.079569646,0.115199501,-0.062406946,-0.043802256,-0.088559945,0.286927629,-0.164830355,-0.12631099,0.008972147,1.615410417,0.352997501,0.262412917
Biodepth,S7P037_BIODEPTH_UK1,BIODEPTH_UK1,M_BIODEPTH_UK1,4,4 BIODEPTH_UK1,3,0.705978118,0.717976353,0.799289595,0.716196576,0.741738852,0.985732328,0.967963794,-0.107286692,-0.016852392,-0.124139084,-0.035042553,0.018190161,-0.032560595,-0.074726097,0.067272094,-0.101707766,0.03243107,0.004619115,1.618758142,0.258655049,0.360103092
Biodepth,S7P039_BIODEPTH_UK1,BIODEPTH_UK1,M_BIODEPTH_UK1,12,12 BIODEPTH_UK1,3,0.779070364,0.775620375,0.824068845,0.914929662,0.803170076,0.851508479,0.965698797,-0.060590883,0.004438175,-0.056152708,0.130280698,-0.125842524,-0.034903298,-0.025687584,0.204205601,-0.065057506,-0.201236082,-0.021274346,1.75410278,0.167787528,0.586315252
Biodepth,S7P040_BIODEPTH_UK1,BIODEPTH_UK1,M_BIODEPTH_UK1,8,8 BIODEPTH_UK1,3,0.691675508,0.724344118,0.767333895,0.803791796,0.757368371,0.86051576,0.95639605,-0.057655452,-0.046149654,-0.103805106,0.059490521,-0.105640175,-0.044583173,-0.013072279,0.215586714,-0.154291014,-0.156499497,-0.033953424,2.019787829,0.267793377,0.751994452
Biodepth,S7P042_BIODEPTH_UK1,BIODEPTH_UK1,M_BIODEPTH_UK1,4,4 BIODEPTH_UK1,3,0.772870059,0.741038583,0.762768431,0.828481526,0.760730182,0.932875429,0.97411487,-0.028901794,0.042058242,0.013156448,0.0853158,-0.043257558,-0.026226046,-0.002675749,0.094785888,-0.00572495,-0.081396251,-0.001482064,1.569333554,0.179655912,0.389677642
Biodepth,S7P044_BIODEPTH_UK1,BIODEPTH_UK1,M_BIODEPTH_UK1,8,8 BIODEPTH_UK1,3,0.723455775,0.723333061,0.781378853,0.761411627,0.751826612,0.95015068,0.9621009,-0.077190339,0.000169637,-0.077020702,0.012668385,-0.012498749,-0.038635948,-0.038554391,0.095889391,-0.083140422,-0.018517265,-0.006170382,1.797131917,0.354333794,0.442798123
Biodepth,S7P046_BIODEPTH_UK1,BIODEPTH_UK1,M_BIODEPTH_UK1,2,2 BIODEPTH_UK1,3,0.811550047,0.873190183,0.867057199,0.812306166,0.873391908,0.99906917,0.999769033,0.007048434,-0.073207324,-0.06615889,-0.072507055,-0.000700269,-0.000230994,0.007279428,-0.062694848,-0.007245967,-0.001397747,-1.81E-06,1.059702861,-0.00850626,0.068209122
Biodepth,S7P050_BIODEPTH_UK1,BIODEPTH_UK1,M_BIODEPTH_UK1,2,2 BIODEPTH_UK1,3,0.709712177,0.78245925,0.80300894,0.735711177,0.803371339,0.964661405,0.973969585,-0.025924002,-0.097582341,-0.123506343,-0.087979428,-0.009602912,-0.026375203,0.0004512,-0.082264528,-0.001955757,-0.019731592,0.000709024,0.975716807,-0.011682246,-0.012600946
Biodepth,S7P051_BIODEPTH_UK1,BIODEPTH_UK1,M_BIODEPTH_UK1,8,8 BIODEPTH_UK1,3,0.726883494,0.742016369,0.793692536,0.769326918,0.774316923,0.944830445,0.958285099,-0.067324848,-0.020605095,-0.087929943,-0.006465251,-0.014139844,-0.042609947,-0.0247149,0.142977823,-0.14942222,-0.015890852,-0.011992708,1.908256881,0.210176834,0.698080046
Biodepth,S7P052_BIODEPTH_UK1,BIODEPTH_UK1,M_BIODEPTH_UK1,2,2 BIODEPTH_UK1,3,0.466586153,0.539677054,0.541678557,0.688449893,0.546943408,0.677734368,0.986714616,-0.003701844,-0.145528231,-0.149230075,0.2300972,-0.375625431,-0.013374425,0.009672581,0.028497549,0.230224803,-0.524623204,-0.003600739,1.309475246,0.006112291,0.303362955
Biodepth,S8P001_BIODEPTH_UK2,BIODEPTH_UK2,N_BIODEPTH_UK2,4,4 BIODEPTH_UK2,3,0.226756807,0.094904558,0.2568225,0.341424038,0.270057171,0.664150095,0.35142395,-0.995513454,0.87100638,-0.124507074,0.234491538,0.636514842,-1.04576195,0.050248496,0.124849397,0.139416377,-0.36210077,2.933757951,1.325311095,0.08146015,0.243850945
Biodepth,S8P008_BIODEPTH_UK2,BIODEPTH_UK2,N_BIODEPTH_UK2,4,4 BIODEPTH_UK2,3,0.341358363,0.182914327,0.388441757,0.533036989,0.338115527,0.640402767,0.540981743,-0.753125354,0.623914956,-0.129210399,0.455203186,0.168711769,-0.614369747,-0.138755607,0.606276875,-0.029783203,-0.971283453,1.372615909,1.51751431,-0.120445088,0.637959398
Biodepth,S8P011_BIODEPTH_UK2,BIODEPTH_UK2,N_BIODEPTH_UK2,4,4 BIODEPTH_UK2,3,0.31089514,0.288738453,0.437548106,0.314148011,0.347821601,0.989645419,0.830133757,-0.415665386,0.073934415,-0.341730971,-0.10182546,0.175759875,-0.186168438,-0.229496948,0.272008229,-0.368821049,0.155939514,0.265286302,1.434845614,0.238099046,0.196746567
Biodepth,S8P012_BIODEPTH_UK2,BIODEPTH_UK2,N_BIODEPTH_UK2,2,2 BIODEPTH_UK2,3,0.443586355,0.256870571,0.24475366,0.742310754,0.256877302,0.597575008,0.999973797,0.048320108,0.546320151,0.594640259,1.061169414,-0.514849263,-2.62E-05,0.048346311,2.239531025,-0.349782699,-0.642890459,5.06E-06,1.269879795,-0.153179852,0.423059647
Biodepth,S8P013_BIODEPTH_UK2,BIODEPTH_UK2,N_BIODEPTH_UK2,4,4 BIODEPTH_UK2,3,0.363717361,0.148952432,0.262385566,0.608760034,0.264001452,0.59747247,0.564210653,-0.566188041,0.89275008,0.326562038,0.835469553,0.057280527,-0.572327598,0.006139557,1.631535732,-0.325639197,-0.665522342,0.786903445,0.939751572,-0.185801816,0.125553388
Biodepth,S8P014_BIODEPTH_UK2,BIODEPTH_UK2,N_BIODEPTH_UK2,2,2 BIODEPTH_UK2,3,0.32094894,0.1824541,0.392065139,0.322761097,0.239098041,0.994385456,0.763093243,-0.764929364,0.564783411,-0.200145953,0.300038727,0.264744684,-0.270375049,-0.494554315,0.71786069,-0.367949605,0.014303596,0.683761403,1.86577756,0.703239135,0.162538425
Biodepth,S8P015_BIODEPTH_UK2,BIODEPTH_UK2,N_BIODEPTH_UK2,4,4 BIODEPTH_UK2,3,0.225723411,0.159360205,0.298794638,0.342605627,0.23208521,0.658843269,0.686645243,-0.628589426,0.348143322,-0.280446104,0.38947542,-0.041332098,-0.375937506,-0.25265192,0.745206396,-0.269000193,-0.621173534,0.54183379,1.658242523,0.477281763,0.180960759
Biodepth,S8P020_BIODEPTH_UK2,BIODEPTH_UK2,N_BIODEPTH_UK2,2,2 BIODEPTH_UK2,3,0.285631808,0.275419674,0.317602172,0.595542724,0.321144512,0.479615982,0.857619119,-0.142503549,0.036407577,-0.106095971,0.617581915,-0.581174338,-0.153595195,0.011091646,0.895175512,-0.040737085,-0.712482486,0.025233253,1.559778864,-0.140571645,0.70035051
Biodepth,S8P023_BIODEPTH_UK2,BIODEPTH_UK2,N_BIODEPTH_UK2,2,2 BIODEPTH_UK2,3,0.245657983,0.32848156,0.429659318,0.345507201,0.331574094,0.71100684,0.990673173,-0.268511908,-0.290540445,-0.559052354,0.041162189,-0.331702635,-0.009370595,-0.259141314,0.003225644,0.038795453,-0.494100438,0.009194748,1.502824035,-0.065984698,0.568808733
Biodepth,S8P027_BIODEPTH_UK2,BIODEPTH_UK2,N_BIODEPTH_UK2,2,2 BIODEPTH_UK2,3,0.190385698,0.055234656,0.280017472,0.648676725,0.270375692,0.293498581,0.204288543,-1.623261414,1.23746142,-0.385799994,0.875122036,0.362339384,-1.588221858,-0.035039556,1.309402857,0.089765204,-0.591106915,1.655174863,0.925095007,-0.106005498,0.031100505
Biodepth,S8P029_BIODEPTH_UK2,BIODEPTH_UK2,N_BIODEPTH_UK2,11,11 BIODEPTH_UK2,3,0.356125014,0.156338345,0.410478276,0.537727972,0.343792822,0.662277271,0.45474581,-0.965300468,0.823259293,-0.142041175,0.44731359,0.375945703,-0.788016675,-0.177283793,0.849781204,-0.285676494,-0.883957289,2.004965201,1.596776405,0.219108215,0.377668189
Biodepth,S8P031_BIODEPTH_UK2,BIODEPTH_UK2,N_BIODEPTH_UK2,8,8 BIODEPTH_UK2,3,0.47577502,0.175770733,0.269379866,0.706524823,0.276957475,0.673401705,0.634648814,-0.426942035,0.995764606,0.568822571,0.936494364,0.059270242,-0.454683483,0.027741447,1.739874809,-0.188852041,-0.504325672,0.630178124,1.82286395,-0.016944476,0.839808427
Biodepth,S8P033_BIODEPTH_UK2,BIODEPTH_UK2,N_BIODEPTH_UK2,8,8 BIODEPTH_UK2,3,0.492627548,0.159787095,0.358371583,0.527855434,0.318543766,0.933262246,0.501617396,-0.80772812,1.125911138,0.318183019,0.505062569,0.62084857,-0.689917609,-0.117810511,0.59527154,0.061817659,2.705919803,-0.244436702,1.831965089,0.098692312,0.733272777
Biodepth,S8P034_BIODEPTH_UK2,BIODEPTH_UK2,N_BIODEPTH_UK2,2,2 BIODEPTH_UK2,3,0.543742438,0.235210189,0.249414582,0.543869495,0.296118221,0.999766383,0.794311773,-0.058636963,0.837996138,0.779359175,0.607950549,0.230045589,-0.230279233,0.17164227,0.764534015,0.072129373,0.639193062,-0.054974638,1.960344673,0.525873258,0.434471415
Biodepth,S8P040_BIODEPTH_UK2,BIODEPTH_UK2,N_BIODEPTH_UK2,8,8 BIODEPTH_UK2,3,0.290876235,0.166174864,0.367933747,0.775278862,0.33648444,0.375189172,0.493856014,-0.794862255,0.559857233,-0.235005022,0.83467088,-0.274813647,-0.705511274,-0.089350982,1.562568624,-0.25851301,-2.173403417,1.7505683,2.859705632,0.539950856,1.319754775
Biodepth,S8P046_BIODEPTH_UK2,BIODEPTH_UK2,O_BIODEPTH_UK2,4,4 BIODEPTH_UK2,3,0.341332253,0.094904558,0.2568225,0.622249135,0.270057171,0.548545966,0.35142395,-0.995513454,1.27998462,0.284471166,0.83470687,0.44527775,-1.04576195,0.050248496,1.246751577,0.057386961,-2.3724637,3.808946442,0.652083813,-0.226035305,-0.121880882
Biodepth,S8P047_BIODEPTH_UK2,BIODEPTH_UK2,O_BIODEPTH_UK2,8,8 BIODEPTH_UK2,3,0.355954666,0.159787095,0.358371583,0.600035258,0.318543766,0.593222916,0.501617396,-0.80772812,0.800961109,-0.006767011,0.633228537,0.167732571,-0.689917609,-0.117810511,0.722840585,0.160841726,0.000680282,0.397910497,1.096379029,0.010147743,0.086231286
Biodepth,S8P048_BIODEPTH_UK2,BIODEPTH_UK2,O_BIODEPTH_UK2,2,2 BIODEPTH_UK2,3,0.461034834,0.235210189,0.249414582,0.691244337,0.296118221,0.666963633,0.794311773,-0.058636963,0.672994066,0.614357103,0.847734591,-0.174740525,-0.230279233,0.17164227,1.282489375,0.051863219,-0.0402335,-0.254712617,1.192522138,0.230018314,-0.037496175
Biodepth,S8P050_BIODEPTH_UK2,BIODEPTH_UK2,O_BIODEPTH_UK2,8,8 BIODEPTH_UK2,3,0.267734807,0.175770733,0.269379866,0.498517288,0.276957475,0.537062231,0.634648814,-0.426942035,0.420816475,-0.00612556,0.587774296,-0.166957822,-0.454683483,0.027741447,0.889985153,-0.090007416,-0.619639866,0.335754055,1.299213724,-0.125254421,0.424468145
Biodepth,S8P060_BIODEPTH_UK2,BIODEPTH_UK2,O_BIODEPTH_UK2,8,8 BIODEPTH_UK2,3,0.16055982,0.166174864,0.367933747,0.255488386,0.33648444,0.628442736,0.493856014,-0.794862255,-0.034374048,-0.829236303,-0.275374954,0.241000906,-0.705511274,-0.089350982,0.079785439,-0.320498067,-0.218470708,0.837783428,1.692342616,0.309343162,0.382999454
Biodepth,S8P061_BIODEPTH_UK2,BIODEPTH_UK2,O_BIODEPTH_UK2,2,2 BIODEPTH_UK2,3,0.416760781,0.32848156,0.429659318,0.454826007,0.331574094,0.91630816,0.990673173,-0.268511908,0.238031688,-0.03048022,0.316063646,-0.078031957,-0.009370595,-0.259141314,0.444252004,-0.072534447,-0.15524993,0.01075444,2.186860037,0.179522781,1.007337256
Biodepth,S8P063_BIODEPTH_UK2,BIODEPTH_UK2,O_BIODEPTH_UK2,4,4 BIODEPTH_UK2,3,0.103719599,0.148952432,0.262385566,0.274408392,0.264001452,0.377975318,0.564210653,-0.566188041,-0.361935912,-0.928123953,0.038662873,-0.400598784,-0.572327598,0.006139557,0.422260216,-0.382840208,-0.795026135,0.243817319,1.015952669,-0.210598024,0.226550692
Biodepth,S8P064_BIODEPTH_UK2,BIODEPTH_UK2,O_BIODEPTH_UK2,2,2 BIODEPTH_UK2,3,0.492377539,0.275419674,0.317602172,0.629804134,0.321144512,0.781794708,0.857619119,-0.142503549,0.580949757,0.438446208,0.673517657,-0.0925679,-0.153595195,0.011091646,0.956455304,0.004668458,-0.176272631,0.007264059,0.992623213,0.010251858,-0.017628646
Biodepth,S8P069_BIODEPTH_UK2,BIODEPTH_UK2,O_BIODEPTH_UK2,2,2 BIODEPTH_UK2,3,0.085013759,0.256870571,0.24475366,0.087796379,0.256877302,0.968305976,0.999973797,0.048320108,-1.105759232,-1.057439124,-1.073578285,-0.032180948,-2.62E-05,0.048346311,-0.24193953,-0.416277142,-0.062370341,3.59E-05,0.798701192,-0.114658856,-0.086639951
Biodepth,S8P070_BIODEPTH_UK2,BIODEPTH_UK2,O_BIODEPTH_UK2,2,2 BIODEPTH_UK2,3,0.158626567,0.1824541,0.392065139,0.170281445,0.239098041,0.931555212,0.763093243,-0.764929364,-0.139945828,-0.904875191,-0.339421058,0.19947523,-0.270375049,-0.494554315,0.008978086,-0.29679557,0.447588664,0.042671125,1.501162364,0.456393979,0.044768385
Biodepth,S8P071_BIODEPTH_UK2,BIODEPTH_UK2,O_BIODEPTH_UK2,4,4 BIODEPTH_UK2,3,0.051777314,0.288738453,0.437548106,0.064973053,0.347821601,0.796904429,0.830133757,-0.415665386,-1.718569173,-2.13423456,-1.677717091,-0.040852083,-0.186168438,-0.229496948,-0.299521628,-0.513678435,-0.104980193,0.026524736,1.40403027,0.289408813,0.114621458
Biodepth,S8P072_BIODEPTH_UK2,BIODEPTH_UK2,O_BIODEPTH_UK2,11,11 BIODEPTH_UK2,3,0.282220736,0.156338345,0.410478276,0.900656345,0.343792822,0.313350078,0.45474581,-0.965300468,0.590666978,-0.37463349,0.963084555,-0.372417577,-0.788016675,-0.177283793,1.853316365,-0.233551533,-2.41464327,1.889455834,1.629494236,0.165829295,0.463664941
Biodepth,S8P073_BIODEPTH_UK2,BIODEPTH_UK2,O_BIODEPTH_UK2,4,4 BIODEPTH_UK2,3,0.171644584,0.182914327,0.388441757,0.590446212,0.338115527,0.290703168,0.540981743,-0.753125354,-0.063591918,-0.816717272,0.557490909,-0.621082826,-0.614369747,-0.138755607,0.747685161,-0.001399751,-1.040063721,0.328821911,1.414889818,0.019073647,0.395816171
Biodepth,S8P078_BIODEPTH_UK2,BIODEPTH_UK2,O_BIODEPTH_UK2,4,4 BIODEPTH_UK2,3,0.484179522,0.159360205,0.298794638,0.488548386,0.23208521,0.991057458,0.686645243,-0.628589426,1.111288668,0.482699242,0.744333928,0.366954739,-0.375937506,-0.25265192,1.460657536,-0.355618674,-0.015177397,1.098386367,1.950815364,0.759354634,0.19146073
Biodepth,S8P079_BIODEPTH_UK2,BIODEPTH_UK2,O_BIODEPTH_UK2,2,2 BIODEPTH_UK2,3,0.286448461,0.055234656,0.280017472,0.519947072,0.270375692,0.550918499,0.204288543,-1.623261414,1.645968041,0.022706627,0.653914579,0.992053462,-1.588221858,-0.035039556,0.74632161,0.17673245,-0.217771807,6.490321353,0.699426291,-0.157794654,-0.142779055
Bigbio,3,bigbio,a,4,4 bigbio,17,0.674103363,0.291675966,0.542319828,1.159774151,0.435594077,0.581236754,0.669604987,-0.620212435,0.837739976,0.217527541,0.979269775,-0.141529799,-0.401067312,-0.219145123,1.783453815,-0.120942515,-0.357074767,0.110549648,1.50319395,0.462047899,0.041146051
Bigbio,6,bigbio,a,2,2 bigbio,17,0.38884344,0.450265921,0.478172469,0.469337829,0.497791486,0.828493713,0.904527164,-0.060133139,-0.146661548,-0.206794686,-0.05885846,-0.087803088,-0.100342943,0.040209804,0.160992117,-0.218151907,-0.239731806,0.078680122,0.687714115,-0.118227786,-0.194058099
Bigbio,9,bigbio,a,16,16 bigbio,17,0.311634704,0.219479979,0.51523887,0.797776874,0.429817505,0.390628901,0.510635273,-0.853369599,0.350570662,-0.502798937,0.618468239,-0.267897577,-0.672099694,-0.181269905,0.860202937,-0.004120149,-0.350158336,-0.064637886,3.177080268,-1.844975426,4.022055694
Bigbio,12,bigbio,a,8,8 bigbio,17,0.234465428,0.258618006,0.560716502,0.625678322,0.468500503,0.374737976,0.552012227,-0.773863343,-0.098043943,-0.871907286,0.289299202,-0.387343145,-0.594185083,-0.17967826,0.30267838,0.032812871,-0.679912548,0.140760879,2.811029621,-1.863108039,3.674137659
Bigbio,14,bigbio,a,2,2 bigbio,17,0.54447188,0.275262099,0.516217803,0.631670877,0.312141393,0.861955015,0.881850678,-0.628805044,0.682092565,0.053287521,0.704912225,-0.02281966,-0.125732537,-0.503072508,1.068281214,-0.044612164,-0.117206715,0.072593203,1.743892476,0.247268909,0.496623567
Bigbio,15,bigbio,a,8,8 bigbio,17,0.362757853,0.290322483,0.576845317,0.700633044,0.430483859,0.517757272,0.674409683,-0.686581834,0.222743225,-0.463838609,0.487074445,-0.26433122,-0.393917514,-0.29266432,0.434905707,0.19264206,-0.180473279,-0.23013393,1.482486517,-1.20888444,1.691370957
Bigbio,22,bigbio,a,8,8 bigbio,17,0.463787206,0.223851766,0.490087572,0.744261497,0.3904197,0.623150879,0.573361862,-0.783600018,0.728441765,-0.055158253,0.645170133,0.083271632,-0.556238241,-0.227361778,0.8822583,0.024053028,0.165867887,0.015346753,1.349829677,-0.133922533,0.48375221
Bigbio,24,bigbio,a,4,4 bigbio,17,0.322108376,0.427531535,0.573645475,0.411181594,0.522049704,0.783372556,0.818947951,-0.293983513,-0.283139991,-0.577123504,-0.23872785,-0.044412141,-0.199734749,-0.094248764,0.047225602,-0.259596395,-0.010883355,-0.074110303,0.993762671,0.066264639,-0.072501967
Bigbio,26,bigbio,a,4,4 bigbio,17,0.432966245,0.32244332,0.349560484,0.557577463,0.371358697,0.776513174,0.868279976,-0.080749235,0.2947324,0.213983165,0.406433007,-0.111700607,-0.141241064,0.060491828,0.53697993,-0.035527379,-0.107624968,-0.092581135,1.491527016,-0.057715757,0.549242774
Bigbio,27,bigbio,a,16,16 bigbio,17,0.232045757,0.230552318,0.531978454,0.71860533,0.44199742,0.322911266,0.521614623,-0.836125177,0.006456768,-0.829668409,0.486008246,-0.479551479,-0.650826233,-0.185298943,0.57405297,0.051760433,-0.552324345,-0.064439144,2.977374503,-1.336247765,3.313622268
Bigbio,28,bigbio,a,4,4 bigbio,17,0.417478417,0.309918254,0.403170478,0.622302763,0.405549536,0.670860619,0.764193337,-0.26305093,0.297924282,0.034873352,0.428183704,-0.130259422,-0.268934463,0.005883533,0.525357613,0.00911033,-0.239219036,0.00987067,1.035647789,0.00733331,0.028314479
Bigbio,30,bigbio,a,16,16 bigbio,17,0.209941775,0.226380839,0.532882251,0.878463901,0.440869873,0.238987367,0.513486751,-0.856081774,-0.075388478,-0.931470252,0.689425055,-0.764813532,-0.666531052,-0.189550722,1.005784721,-0.013215136,-0.638765926,-0.144617638,3.293123592,-1.123424476,3.416548068
Bigbio,33,bigbio,a,4,4 bigbio,17,0.362256631,0.230045186,0.30753313,0.572270627,0.323135173,0.633016292,0.711916267,-0.290307071,0.454077133,0.163770063,0.571541275,-0.117464142,-0.339794977,0.049487907,0.81838429,-0.047389752,0.147648377,-0.357020829,0.759540913,-0.493715415,0.253256328
Bigbio,34,bigbio,a,16,16 bigbio,17,0.216462999,0.245283221,0.547102203,0.796734733,0.47033178,0.271687665,0.521511051,-0.80222208,-0.124993919,-0.927216,0.52708343,-0.652077349,-0.651024814,-0.151197266,0.690665998,0.003318475,-0.733198463,0.004600318,3.009374867,-0.989715716,2.999090583
Bigbio,35,bigbio,a,16,16 bigbio,17,0.220275906,0.210085509,0.456323713,0.790438159,0.417742953,0.278675699,0.502906171,-0.77568782,0.047366246,-0.728321575,0.637721124,-0.590354879,-0.687351665,-0.088336155,0.927619848,-0.035455892,-0.55110995,-0.141829327,2.294828282,-0.311504496,1.606332778
Bigbio,44,bigbio,a,4,4 bigbio,17,0.268126863,0.29938914,0.540958388,0.601442897,0.444357321,0.445806018,0.673757641,-0.591598159,-0.110283962,-0.701882121,0.302702581,-0.412986543,-0.394884815,-0.196713344,0.244985933,0.108525911,-0.439093928,-0.123097312,0.969635744,-0.002300203,-0.028064053
Bigbio,45,bigbio,a,4,4 bigbio,17,0.331167385,0.189350895,0.33051191,0.502014896,0.330638117,0.659676412,0.572683199,-0.557040815,0.559022064,0.001981248,0.417605316,0.141416748,-0.557422597,0.000381782,0.50766802,0.010653278,0.556228706,-0.229344494,1.253149852,-0.184549957,0.437699809
Bigbio,46,bigbio,a,16,16 bigbio,17,0.263388932,0.221710504,0.547702761,0.704788688,0.453218424,0.373713336,0.489191286,-0.904360239,0.172259274,-0.732100965,0.441523842,-0.269264568,-0.715001689,-0.18935855,0.504569649,0.050505454,-0.243256741,-0.173137232,3.485545297,-2.049787453,4.535332749
Bigbio,48,bigbio,a,2,2 bigbio,17,0.472151097,0.363337878,0.435340036,0.557633181,0.424288909,0.846705529,0.856345452,-0.180794224,0.261965861,0.081171637,0.273286751,-0.011320889,-0.155081419,-0.025712805,0.377724738,-0.063447677,-0.065227017,0.042839639,1.583455479,0.106294775,0.477160705
Bigbio,50,bigbio,a,8,8 bigbio,17,0.403068917,0.287095169,0.567292372,0.769999804,0.438186678,0.523466259,0.655189178,-0.681061057,0.339293795,-0.341767261,0.563745235,-0.22445144,-0.422831264,-0.258229793,0.659227878,0.098013596,-0.329894468,-0.031777442,1.568943118,-1.090483466,1.659426585
Bigbio,53,bigbio,a,4,4 bigbio,17,0.407375449,0.264939835,0.527404324,0.569822626,0.361902151,0.71491624,0.732075877,-0.68846471,0.430232477,-0.258232233,0.453951255,-0.023718778,-0.311871113,-0.376593597,0.613406725,-0.038885479,-0.136281669,0.089951691,1.778454488,0.114269686,0.664184802
Bigbio,56,bigbio,a,2,2 bigbio,17,0.552465989,0.417473308,0.541024468,0.658583144,0.56072349,0.838870527,0.744526163,-0.259243895,0.280171263,0.020927369,0.16086288,0.119308383,-0.295007286,0.035763391,0.280916975,-0.106393068,0.267797002,0.001694929,2.678961445,-0.103054879,1.782016324
Bigbio,57,bigbio,a,8,8 bigbio,17,0.233051558,0.255202683,0.553719527,0.58144502,0.442286515,0.400814436,0.577007607,-0.774600225,-0.090798357,-0.865398582,0.273558524,-0.364356881,-0.549899829,-0.224700395,0.380876906,-0.066242611,-0.62436608,0.106895318,2.568978453,-0.41502312,1.984001573
Bigbio,58,bigbio,a,4,4 bigbio,17,0.289032414,0.241583687,0.511299002,0.646027144,0.396769294,0.447399798,0.608876973,-0.749738607,0.179322897,-0.57041571,0.487486532,-0.308163635,-0.496139046,-0.253599561,0.762014122,-0.133795525,-0.700406556,0.240330352,1.651049857,0.21659097,0.434458887
Bigbio,62,bigbio,a,4,4 bigbio,17,0.319754974,0.291620771,0.368702308,0.54698937,0.369037661,0.584572556,0.790219542,-0.234535337,0.092100767,-0.14243457,0.393530669,-0.301429902,-0.235444471,0.000909134,0.482841777,-0.000637037,-0.365597918,-0.087157697,0.401213734,-0.052596476,-0.546189791
Bigbio,67,bigbio,a,8,8 bigbio,17,0.395908708,0.259610603,0.479110998,0.733429923,0.448636846,0.539804412,0.578665362,-0.612749471,0.422000822,-0.19074865,0.4915183,-0.069517478,-0.547030927,-0.065718544,0.633429445,0.001367003,-0.298615328,0.168812937,2.075890473,-0.946274546,2.022165019
Bigbio,68,bigbio,a,16,16 bigbio,17,0.355333974,0.247818983,0.545514391,0.99365155,0.46124945,0.357604206,0.537277568,-0.789030616,0.360359547,-0.428671069,0.76744759,-0.407088043,-0.621240431,-0.167790184,1.096735333,0.05752534,-0.558011311,0.001015486,4.426387513,-1.558851374,4.985238887
Bigbio,70,bigbio,a,4,4 bigbio,17,0.449897737,0.303004087,0.532962121,0.598327057,0.502192057,0.751926111,0.603362962,-0.56470406,0.395274012,-0.169430048,0.175154892,0.22011912,-0.505236336,-0.059467724,0.386963638,-0.195532892,0.673234209,-0.120157029,4.75095265,0.621683206,3.129269444
Bigbio,74,bigbio,a,8,8 bigbio,17,0.300388925,0.286915197,0.53378481,0.545579905,0.424221509,0.550586491,0.676333449,-0.62080609,0.045891363,-0.574914727,0.251593529,-0.205702166,-0.391069057,-0.229737033,0.464877677,-0.178804498,-0.569380273,0.232099192,1.434187726,0.054835973,0.379351752
